condition_type,condition,horizon_days,sample_count,bio_abs_win_rate,bio_abs_mean,bio_abs_median,bio_max_drawdown,bio_vs_health_win_rate,bio_vs_tech_win_rate,bio_vs_ai_win_rate,bio_vs_health_mean,bio_vs_tech_mean,bio_vs_ai_mean,a_bio_mean,s1_future_change_mean,volume_expansion_rate,breadth_improvement_rate,confidence
ai_state,AI_2D_DOWN,0,2,0.50000000,-0.00519730,-0.00519730,0.00000000,0.50000000,0.50000000,0.50000000,-0.00054299,-0.00721422,-0.00038157,0.01152677,0.03600000,0.00000000,0.50000000,low
ai_state,AI_2D_DOWN,1,2,0.00000000,-0.01329604,-0.01329604,-0.00952381,0.00000000,0.00000000,0.00000000,-0.00777208,-0.04240537,-0.02947944,-0.00734706,-0.00300000,0.00000000,0.50000000,low
ai_state,AI_2D_DOWN,2,2,0.00000000,-0.00768072,-0.00768072,-0.00833333,0.50000000,0.00000000,0.00000000,-0.01169694,-0.02231129,-0.01414349,-0.00488778,0.02700000,0.00000000,0.50000000,low
ai_state,AI_2D_DOWN,3,2,1.00000000,0.00649025,0.00649025,0.00000000,0.50000000,0.00000000,0.00000000,-0.01416006,-0.06693813,-0.02575019,-0.00558577,-0.03900000,0.00000000,0.50000000,low
ai_state,AI_2D_DOWN,5,2,0.00000000,-0.00846242,-0.00846242,-0.01190476,0.00000000,0.00000000,0.00000000,-0.01629931,-0.09195085,-0.06290566,-0.01411343,0.04200000,0.00000000,0.50000000,low
ai_state,AI_2D_UP,0,10,0.70000000,0.00163115,0.00289334,-0.02676632,0.20000000,0.30000000,0.10000000,-0.00344063,-0.01282446,-0.01639824,0.00836950,-0.00840000,0.00000000,0.50000000,low
ai_state,AI_2D_UP,1,10,0.30000000,-0.00404840,-0.00947988,-0.03953068,0.60000000,0.50000000,0.20000000,0.00164748,-0.00795526,-0.01527932,-0.00334338,0.00300000,0.00000000,0.50000000,low
ai_state,AI_2D_UP,2,10,0.20000000,-0.01705674,-0.02028446,-0.11237318,0.70000000,0.40000000,0.10000000,0.00188095,-0.01246415,-0.02370298,-0.01671898,0.00240000,0.00000000,0.50000000,low
ai_state,AI_2D_UP,3,10,0.30000000,-0.03145011,-0.04581617,-0.22798077,0.60000000,0.10000000,0.10000000,0.00144534,-0.03428210,-0.03892555,-0.02016078,0.06360000,0.00000000,0.50000000,low
ai_state,AI_2D_UP,5,10,0.20000000,-0.03454582,-0.03713368,-0.30103637,0.10000000,0.30000000,0.30000000,-0.00194806,-0.02667908,-0.02874704,-0.01597645,0.09660000,0.00000000,0.50000000,low
ai_state,AI_3D_PLUS_UP,0,33,0.45454545,-0.00069494,-0.00107527,-0.09866993,0.51515152,0.21212121,0.21212121,-0.00028992,-0.01128158,-0.01325630,0.00065775,0.00545455,0.00000000,0.36363636,medium
ai_state,AI_3D_PLUS_UP,1,33,0.33333333,-0.00243342,-0.00369004,-0.18161060,0.39393939,0.39393939,0.21212121,-0.00068808,-0.00571947,-0.00809162,-0.00092817,0.01181818,0.00000000,0.36363636,medium
ai_state,AI_3D_PLUS_UP,2,33,0.33333333,-0.00245089,-0.00851582,-0.21831688,0.33333333,0.27272727,0.33333333,-0.00352531,-0.00774424,-0.00732885,0.00061651,0.01336364,0.00000000,0.36363636,medium
ai_state,AI_3D_PLUS_UP,3,33,0.30303030,-0.00794202,-0.01703163,-0.38202678,0.30303030,0.24242424,0.21212121,-0.00556332,-0.01764442,-0.01743836,-0.00486696,0.00545455,0.00000000,0.36363636,medium
ai_state,AI_3D_PLUS_UP,5,33,0.33333333,-0.01428649,-0.02073171,-0.50299397,0.27272727,0.12121212,0.15151515,-0.00670533,-0.04270000,-0.04056657,-0.01196408,0.00972727,0.00000000,0.36363636,medium
ai_state,AI_DOWN_RISK_OFF,0,42,0.02380952,-0.01818019,-0.01630320,-0.53528781,0.42857143,0.54761905,0.45238095,-0.00074210,0.00240029,0.00224102,-0.01855654,-0.00528571,0.00000000,0.38095238,high
ai_state,AI_DOWN_RISK_OFF,1,41,0.48780488,0.00416017,0.00000000,-0.08273688,0.46341463,0.46341463,0.43902439,0.00043322,-0.00290125,0.00428406,0.00651790,-0.00248780,0.00000000,0.36585366,high
ai_state,AI_DOWN_RISK_OFF,2,41,0.56097561,0.00481286,0.00485437,-0.15652568,0.43902439,0.43902439,0.41463415,0.00089316,-0.00344588,-0.00005350,0.00895620,0.00570000,0.00000000,0.36585366,high
ai_state,AI_DOWN_RISK_OFF,3,41,0.56097561,0.00938390,0.00557103,-0.15684306,0.56097561,0.56097561,0.51219512,0.00286760,0.00099343,0.00108383,0.01228334,-0.00124390,0.00000000,0.36585366,high
ai_state,AI_DOWN_RISK_OFF,5,40,0.52500000,0.00842378,0.00660802,-0.22920136,0.55000000,0.55000000,0.42500000,0.00319373,-0.00304158,0.00878673,0.01364602,-0.00435000,0.00000000,0.35000000,high
ai_state,AI_DOWN_RISK_ON,0,17,1.00000000,0.02635643,0.02674897,0.00000000,0.52941176,0.94117647,1.00000000,0.00171782,0.04224093,0.05718654,0.02272036,0.02475000,0.00000000,0.41176471,low
ai_state,AI_DOWN_RISK_ON,1,17,0.47058824,0.00385143,-0.00480769,-0.05753804,0.23529412,0.70588235,0.64705882,-0.00131786,0.01021470,0.00813986,-0.00040699,0.00431250,0.00000000,0.41176471,low
ai_state,AI_DOWN_RISK_ON,2,16,0.62500000,0.00745278,0.00530773,-0.05178728,0.50000000,0.68750000,0.56250000,-0.00148306,0.01248111,0.00948333,-0.00294678,-0.00412500,0.00000000,0.43750000,low
ai_state,AI_DOWN_RISK_ON,3,16,0.62500000,0.01264033,0.01434281,-0.07335329,0.50000000,0.62500000,0.62500000,-0.00086632,0.00870964,0.00669406,-0.00107394,0.01387500,0.00000000,0.43750000,low
ai_state,AI_DOWN_RISK_ON,5,16,0.56250000,0.00711216,0.01436119,-0.10211342,0.37500000,0.43750000,0.43750000,0.00063721,-0.00413919,-0.00659710,-0.00337087,-0.00620000,0.00000000,0.43750000,low
ai_state,AI_HIGH_SIDEWAYS,0,13,0.38461538,-0.00371268,-0.00484653,-0.05651511,0.69230769,0.15384615,0.23076923,0.00059417,-0.01124660,-0.01262712,-0.00648028,-0.02076923,0.00000000,0.30769231,low
ai_state,AI_HIGH_SIDEWAYS,1,13,0.30769231,-0.00921537,-0.01058201,-0.12603028,0.61538462,0.30769231,0.23076923,-0.00042242,-0.00413563,-0.00724010,-0.00949047,0.00784615,0.00000000,0.30769231,low
ai_state,AI_HIGH_SIDEWAYS,2,13,0.23076923,-0.01765686,-0.02053915,-0.19671750,0.38461538,0.46153846,0.38461538,-0.00315290,-0.01181625,-0.01162501,-0.01505674,0.02676923,0.00000000,0.30769231,low
ai_state,AI_HIGH_SIDEWAYS,3,13,0.15384615,-0.02421330,-0.03354839,-0.24864028,0.30769231,0.38461538,0.38461538,-0.00436222,-0.02341667,-0.01923676,-0.02011988,0.02307692,0.00000000,0.30769231,low
ai_state,AI_HIGH_SIDEWAYS,5,13,0.15384615,-0.02769385,-0.03877221,-0.29259817,0.23076923,0.38461538,0.38461538,-0.00661171,-0.03323879,-0.02868684,-0.02156736,0.00738462,0.00000000,0.30769231,low
ai_state,AI_INTERNAL_ROTATION,0,49,0.36734694,-0.00175417,-0.00438596,-0.20706500,0.48979592,0.36734694,0.20408163,0.00121966,-0.01686947,-0.01715266,0.00377358,0.00967347,0.00000000,0.42857143,high
ai_state,AI_INTERNAL_ROTATION,1,49,0.53061224,0.00323032,0.00328947,-0.15928208,0.46938776,0.42857143,0.40816327,0.00024616,-0.00002875,-0.00158630,0.00409789,0.00768750,0.00000000,0.42857143,high
ai_state,AI_INTERNAL_ROTATION,2,49,0.46938776,0.00410846,-0.00115340,-0.21498717,0.53061224,0.40816327,0.38775510,0.00146354,-0.00571122,-0.00822351,0.00767420,0.01034694,0.00000000,0.42857143,high
ai_state,AI_INTERNAL_ROTATION,3,48,0.37500000,-0.00064149,-0.00596993,-0.35113789,0.43750000,0.31250000,0.29166667,0.00018178,-0.01611353,-0.01702710,0.00717787,0.02156250,0.00000000,0.43750000,high
ai_state,AI_INTERNAL_ROTATION,5,48,0.43750000,0.00040208,-0.00833713,-0.45658749,0.39583333,0.35416667,0.35416667,-0.00108917,-0.02388376,-0.02537363,0.01135585,0.04568750,0.00000000,0.43750000,high
ai_state,AI_PROFIT_TAKING,0,2,0.00000000,-0.00198942,-0.00198942,-0.00264550,0.00000000,0.00000000,1.00000000,-0.00401930,-0.00486095,0.01540835,-0.00055371,-0.04800000,0.00000000,0.50000000,low
ai_state,AI_PROFIT_TAKING,1,2,0.50000000,-0.01403197,-0.01403197,0.00000000,1.00000000,0.00000000,0.00000000,0.00298373,-0.03208707,-0.02213094,-0.01243675,0.06300000,0.00000000,0.50000000,low
ai_state,AI_PROFIT_TAKING,2,2,0.00000000,-0.03868288,-0.03868288,-0.01061008,0.00000000,0.00000000,0.00000000,-0.00282963,-0.05976662,-0.06304918,-0.02790096,0.03900000,0.00000000,0.50000000,low
ai_state,AI_PROFIT_TAKING,3,2,0.50000000,-0.03941241,-0.03941241,0.00000000,0.50000000,0.00000000,0.00000000,-0.00030015,-0.06683624,-0.07020902,-0.02122065,0.08100000,0.00000000,0.50000000,low
ai_state,AI_PROFIT_TAKING,5,2,0.00000000,-0.01133518,-0.01133518,-0.00397878,1.00000000,0.50000000,0.50000000,0.01166343,-0.06230946,-0.06691671,0.00258684,0.12900000,0.00000000,0.50000000,low
ai_state,AI_SINGLE_DOWN,0,1,1.00000000,0.00237812,0.00237812,0.00000000,1.00000000,1.00000000,1.00000000,0.00299049,0.00237812,0.00743013,0.00321888,0.00000000,0.00000000,0.00000000,low
ai_state,AI_SINGLE_DOWN,1,1,0.00000000,-0.01423488,-0.01423488,0.00000000,0.00000000,0.00000000,0.00000000,-0.00259272,-0.03288624,-0.02925444,-0.00427807,-0.03000000,0.00000000,0.00000000,low
ai_state,AI_SINGLE_DOWN,2,1,0.00000000,-0.03440095,-0.03440095,0.00000000,0.00000000,0.00000000,0.00000000,-0.00927840,-0.04874815,-0.05245813,-0.00855615,-0.03000000,0.00000000,0.00000000,low
ai_state,AI_SINGLE_DOWN,3,1,0.00000000,-0.03558719,-0.03558719,0.00000000,0.00000000,0.00000000,0.00000000,-0.00617542,-0.05065175,-0.05430297,-0.00427807,-0.03000000,0.00000000,0.00000000,low
ai_state,AI_SINGLE_DOWN,5,1,0.00000000,-0.03202847,-0.03202847,0.00000000,0.00000000,0.00000000,0.00000000,-0.00690592,-0.04924511,-0.05346707,0.00106952,0.09000000,0.00000000,0.00000000,low
ai_state,AI_SINGLE_UP,0,15,0.60000000,0.00427459,0.00357569,-0.04137235,0.33333333,0.26666667,0.26666667,-0.00122284,-0.01504439,-0.01289458,0.00893660,0.01480000,0.00000000,0.33333333,low
ai_state,AI_SINGLE_UP,1,15,0.40000000,-0.00870179,-0.00684932,-0.13223183,0.26666667,0.33333333,0.26666667,-0.00343246,-0.01353978,-0.01420543,-0.00495705,0.02360000,0.00000000,0.33333333,low
ai_state,AI_SINGLE_UP,2,15,0.46666667,-0.00311778,-0.00195695,-0.13963785,0.26666667,0.46666667,0.33333333,-0.00336615,-0.01226417,-0.01567772,-0.00496649,0.02320000,0.00000000,0.33333333,low
ai_state,AI_SINGLE_UP,3,15,0.40000000,-0.01267152,-0.01662708,-0.22294123,0.13333333,0.33333333,0.33333333,-0.00460731,-0.01532522,-0.02540518,-0.01138636,0.02000000,0.00000000,0.33333333,low
ai_state,AI_SINGLE_UP,5,15,0.33333333,-0.01676293,-0.03326810,-0.32122490,0.26666667,0.26666667,0.20000000,-0.00640773,-0.02806454,-0.03114718,-0.01014235,0.02880000,0.00000000,0.33333333,low
ai_state,AI_TREND_BREAK,0,30,0.56666667,0.00931841,0.00325825,-0.03868195,0.50000000,0.50000000,0.46666667,-0.00048571,0.00065913,-0.00215771,0.00508234,-0.00550000,0.00000000,0.40000000,medium
ai_state,AI_TREND_BREAK,1,30,0.40000000,-0.00295781,-0.00488177,-0.09301839,0.53333333,0.43333333,0.46666667,0.00024965,-0.00472507,-0.00515637,-0.00285002,-0.01720000,0.00000000,0.40000000,medium
ai_state,AI_TREND_BREAK,2,30,0.30000000,-0.00458782,-0.00668136,-0.12335796,0.60000000,0.33333333,0.30000000,0.00193040,-0.01339679,-0.00488364,-0.00140551,-0.02930000,0.00000000,0.40000000,medium
ai_state,AI_TREND_BREAK,3,30,0.36666667,-0.00175341,-0.00640001,-0.17622223,0.63333333,0.40000000,0.33333333,0.00225815,-0.01244180,-0.00034458,0.00237396,-0.05193103,0.00000000,0.40000000,medium
ai_state,AI_TREND_BREAK,5,29,0.31034483,-0.01117630,-0.01871921,-0.37073785,0.58620690,0.37931034,0.31034483,0.00355275,-0.01843294,-0.01621154,-0.00250180,-0.07417241,0.00000000,0.37931034,medium
ai_state,NEUTRAL,0,13,0.30769231,-0.01040296,-0.01113861,-0.13557357,0.15384615,0.38461538,0.30769231,-0.00343552,-0.00805968,-0.00923381,-0.01039268,-0.00461538,0.00000000,0.23076923,low
ai_state,NEUTRAL,1,13,0.23076923,-0.00973594,-0.01333333,-0.13459677,0.53846154,0.23076923,0.23076923,-0.00039213,-0.01388781,-0.00821806,-0.00572417,-0.01892308,0.00000000,0.23076923,low
ai_state,NEUTRAL,2,13,0.23076923,-0.02035895,-0.02349869,-0.22397516,0.23076923,0.07692308,0.07692308,-0.00395822,-0.03546790,-0.02566227,-0.01269505,-0.00369231,0.00000000,0.23076923,low
ai_state,NEUTRAL,3,13,0.23076923,-0.01475538,-0.01582278,-0.14591361,0.15384615,0.15384615,0.23076923,-0.00522014,-0.03075384,-0.02125355,-0.00730328,0.03092308,0.00000000,0.23076923,low
ai_state,NEUTRAL,5,13,0.30769231,-0.00757725,-0.01001252,-0.11636161,0.07692308,0.15384615,0.15384615,-0.00846982,-0.03569281,-0.03082014,-0.00276577,0.05215385,0.00000000,0.23076923,low
tech_growth_state,TECH_GROWTH_2D_DOWN,0,26,0.19230769,-0.01004596,-0.01359284,-0.24403792,0.26923077,0.61538462,0.34615385,-0.00189504,0.01293172,0.00311593,-0.00906526,-0.00023077,0.00000000,0.42307692,medium
tech_growth_state,TECH_GROWTH_2D_DOWN,1,25,0.36000000,-0.00454889,-0.00480769,-0.16799731,0.52000000,0.28000000,0.24000000,-0.00229811,-0.00781144,-0.00505338,-0.00373883,-0.01404000,0.00000000,0.44000000,medium
tech_growth_state,TECH_GROWTH_2D_DOWN,2,25,0.60000000,0.00165888,0.00361446,-0.12509070,0.60000000,0.44000000,0.44000000,0.00087549,-0.00789112,-0.00467658,-0.00000317,-0.00396000,0.00000000,0.44000000,medium
tech_growth_state,TECH_GROWTH_2D_DOWN,3,25,0.44000000,0.00250133,-0.00340136,-0.12101069,0.40000000,0.52000000,0.52000000,0.00011076,-0.00904564,-0.00856181,0.00016603,-0.01656000,0.00000000,0.44000000,medium
tech_growth_state,TECH_GROWTH_2D_DOWN,5,25,0.48000000,-0.00186196,-0.00298507,-0.19213373,0.36000000,0.36000000,0.36000000,-0.00001498,-0.02037628,-0.00901070,-0.00258803,-0.01668000,0.00000000,0.44000000,medium
tech_growth_state,TECH_GROWTH_2D_UP,0,32,0.37500000,-0.00322773,-0.00403561,-0.15980102,0.37500000,0.12500000,0.12500000,-0.00014620,-0.02675438,-0.02295672,0.00044593,0.00365625,0.00000000,0.43750000,medium
tech_growth_state,TECH_GROWTH_2D_UP,1,32,0.34375000,-0.00165520,-0.00808176,-0.16302040,0.43750000,0.46875000,0.37500000,0.00071736,-0.00329974,-0.00621502,-0.00125603,-0.00215625,0.00000000,0.43750000,medium
tech_growth_state,TECH_GROWTH_2D_UP,2,32,0.37500000,0.00066321,-0.00683072,-0.13838283,0.46875000,0.46875000,0.40625000,0.00023600,-0.00199496,0.00167274,0.00508778,-0.00281250,0.00000000,0.43750000,medium
tech_growth_state,TECH_GROWTH_2D_UP,3,32,0.40625000,-0.00381104,-0.00920467,-0.30305315,0.43750000,0.34375000,0.37500000,0.00021707,-0.01084255,-0.00527738,0.00286469,0.01103226,0.00000000,0.43750000,medium
tech_growth_state,TECH_GROWTH_2D_UP,5,31,0.38709677,0.00065792,-0.00881057,-0.23969346,0.41935484,0.38709677,0.35483871,-0.00088509,-0.00563716,-0.00726366,0.00856096,0.01412903,0.00000000,0.45161290,medium
tech_growth_state,TECH_GROWTH_3D_PLUS_DOWN,0,14,0.28571429,-0.01018358,-0.02095979,-0.17225531,0.57142857,0.42857143,0.50000000,0.00148840,0.00688050,0.00589625,-0.01290122,-0.00192857,0.00000000,0.35714286,low
tech_growth_state,TECH_GROWTH_3D_PLUS_DOWN,1,14,0.71428571,0.01627104,0.02430004,-0.05106299,0.57142857,0.64285714,0.78571429,0.00300342,0.00886707,0.01125286,0.00880025,0.01628571,0.00000000,0.35714286,low
tech_growth_state,TECH_GROWTH_3D_PLUS_DOWN,2,14,0.64285714,0.02329154,0.03123614,-0.04355520,0.50000000,0.71428571,0.57142857,0.00351158,0.01283143,0.01598952,0.01096083,-0.00150000,0.00000000,0.35714286,low
tech_growth_state,TECH_GROWTH_3D_PLUS_DOWN,3,14,0.71428571,0.02403633,0.03644841,-0.04962755,0.64285714,0.71428571,0.71428571,0.00432073,0.01588388,0.02266297,0.00926997,-0.00471429,0.00000000,0.35714286,low
tech_growth_state,TECH_GROWTH_3D_PLUS_DOWN,5,14,0.64285714,0.02487886,0.01497685,-0.05635597,0.50000000,0.57142857,0.57142857,0.00527626,0.01230585,0.03448955,0.01572088,-0.01015385,0.00000000,0.35714286,low
tech_growth_state,TECH_GROWTH_3D_PLUS_UP,0,35,0.54285714,0.00355348,0.00211864,-0.06228733,0.51428571,0.31428571,0.37142857,-0.00067342,-0.01361714,-0.00936789,0.00607249,-0.00025714,0.00000000,0.37142857,medium
tech_growth_state,TECH_GROWTH_3D_PLUS_UP,1,35,0.45714286,-0.00179234,-0.00366748,-0.13629000,0.48571429,0.51428571,0.34285714,-0.00123778,-0.00116071,-0.00574975,-0.00021824,0.00688235,0.00000000,0.37142857,medium
tech_growth_state,TECH_GROWTH_3D_PLUS_UP,2,35,0.40000000,-0.00600239,-0.00759494,-0.29102160,0.37142857,0.31428571,0.34285714,-0.00349840,-0.00685992,-0.01150314,-0.00267907,0.01844118,0.00000000,0.37142857,medium
tech_growth_state,TECH_GROWTH_3D_PLUS_UP,3,34,0.38235294,-0.01431515,-0.00911422,-0.44155309,0.35294118,0.17647059,0.20588235,-0.00697043,-0.02473417,-0.02853771,-0.00740714,0.01650000,0.00000000,0.35294118,medium
tech_growth_state,TECH_GROWTH_3D_PLUS_UP,5,33,0.24242424,-0.02242760,-0.02023609,-0.57767811,0.18181818,0.12121212,0.18181818,-0.00936041,-0.05485145,-0.05307825,-0.01278274,0.02236364,0.00000000,0.36363636,medium
tech_growth_state,TECH_GROWTH_NEUTRAL,0,19,0.36842105,-0.00598581,-0.00461894,-0.13797290,0.52631579,0.36842105,0.31578947,-0.00042434,-0.00577261,-0.00854665,-0.00527819,-0.00473684,0.00000000,0.26315789,low
tech_growth_state,TECH_GROWTH_NEUTRAL,1,19,0.26315789,-0.00454062,-0.00623441,-0.08747126,0.57894737,0.21052632,0.05263158,-0.00039735,-0.02228677,-0.01722226,-0.00197019,0.02242105,0.00000000,0.26315789,low
tech_growth_state,TECH_GROWTH_NEUTRAL,2,19,0.15789474,-0.01196034,-0.01160338,-0.22739928,0.31578947,0.21052632,0.10526316,-0.00279997,-0.03739542,-0.03322691,-0.00162233,0.02084211,0.00000000,0.26315789,low
tech_growth_state,TECH_GROWTH_NEUTRAL,3,19,0.21052632,-0.02053912,-0.02475248,-0.35307267,0.26315789,0.05263158,0.10526316,-0.00507652,-0.04583129,-0.03814289,-0.00906633,0.02368421,0.00000000,0.26315789,low
tech_growth_state,TECH_GROWTH_NEUTRAL,5,19,0.26315789,-0.01730898,-0.02722772,-0.31552504,0.10526316,0.21052632,0.21052632,-0.00734018,-0.05662208,-0.04878638,-0.00045263,0.06315789,0.00000000,0.26315789,low
tech_growth_state,TECH_GROWTH_SINGLE_DOWN,0,48,0.29166667,-0.00675581,-0.01089639,-0.36330634,0.45833333,0.70833333,0.47916667,0.00047263,0.01285760,0.00122122,-0.00664244,-0.00114894,0.00000000,0.31250000,high
tech_growth_state,TECH_GROWTH_SINGLE_DOWN,1,48,0.45833333,0.00132914,-0.00132275,-0.11948047,0.33333333,0.45833333,0.45833333,-0.00081663,0.00178112,0.00853729,0.00386822,0.00580851,0.00000000,0.31250000,high
tech_growth_state,TECH_GROWTH_SINGLE_DOWN,2,47,0.38297872,-0.00459439,-0.00617284,-0.31834556,0.40425532,0.29787234,0.34042553,-0.00186967,-0.01011074,-0.00316314,-0.00029256,0.00357447,0.00000000,0.31914894,high
tech_growth_state,TECH_GROWTH_SINGLE_DOWN,3,47,0.38297872,0.00110086,-0.00428266,-0.26555547,0.48936170,0.40425532,0.36170213,0.00088165,-0.00960722,-0.00482568,0.00502918,0.01902128,0.00000000,0.31914894,high
tech_growth_state,TECH_GROWTH_SINGLE_DOWN,5,47,0.40425532,-0.00227264,-0.00793651,-0.39330072,0.46808511,0.46808511,0.38297872,-0.00018687,-0.01133355,-0.00892748,0.00251784,0.01365957,0.00000000,0.31914894,high
tech_growth_state,TECH_GROWTH_SINGLE_UP,0,53,0.64150943,0.01058071,0.00654308,-0.09651124,0.49056604,0.32075472,0.39622642,-0.00037931,-0.01121086,0.00230590,0.01128572,0.00973585,0.00000000,0.41509434,high
tech_growth_state,TECH_GROWTH_SINGLE_UP,1,53,0.39622642,-0.00446944,-0.00438596,-0.24890506,0.43396226,0.37735849,0.33962264,0.00031985,-0.00793795,-0.01129011,-0.00253937,-0.00379245,0.00000000,0.41509434,high
tech_growth_state,TECH_GROWTH_SINGLE_UP,2,53,0.37735849,-0.00518501,-0.01113861,-0.32002915,0.49056604,0.39622642,0.28301887,0.00091770,-0.00958126,-0.01478160,-0.00339929,0.00045283,0.00000000,0.41509434,high
tech_growth_state,TECH_GROWTH_SINGLE_UP,3,53,0.37735849,-0.00609367,-0.00752688,-0.37987009,0.45283019,0.39622642,0.28301887,0.00007686,-0.01188636,-0.01522729,-0.00156761,-0.00367925,0.00000000,0.41509434,high
tech_growth_state,TECH_GROWTH_SINGLE_UP,5,53,0.35849057,-0.01130050,-0.02236025,-0.59527353,0.47169811,0.32075472,0.24528302,0.00095602,-0.02432321,-0.02936846,-0.00357137,0.00435849,0.00000000,0.41509434,high
